flhF (g_10542)tmutS (g_50943)t0.885714285714286t0.885714285714286t2.92300872885979
flhF (g_10542)tuvrD, pcrA (g_51000)t0.828571428571429t0.828571428571429t6.8302702615212
flhF (g_10542)trlmI (g_06016)t1t1t1
flhF (g_10542)trlmI (g_37985)t0.885714285714286t0.885714285714286t2.92300872885979
flhF (g_10542)ttatC (g_07029)t0.942857142857143t0.942857142857143t3.30702294336248
flhF (g_10542)tlapB (g_13632)t0.942857142857143t0.942857142857143t3.30702294336248
flhF (g_10542)tlapE (g_39669)t0.942857142857143t0.942857142857143t9.16251230942843
fliI (g_10722)tflhB (g_14330)t0.828571428571429t0.828571428571429t12.2235976540743
fliI (g_10722)tmotB (g_19622)t0.942857142857143t0.942857142857143t3.28174898073278
fliI (g_10722)tpilA (g_20098)t0.885714285714286t0.885714285714286t1.79820261437908
fliI (g_10722)tmcp (g_23781)t0.942857142857143t0.942857142857143t4.83620689655173
fliI (g_10722)tcheV (g_33340)t1t1t1
fliI (g_10722)txylS, yicI (g_02228)t0.885714285714286t0.885714285714286t2.0042707051468
fliI (g_10722)tahpF (g_11466)t0.885714285714286t0.885714285714286t1.61933311786253
fliI (g_10722)tzntA (g_17469)t0.885714285714286t0.885714285714286t2.00657535363418
fliI (g_10722)tfpr (g_22259)t0.885714285714286t0.885714285714286t1.79820261437908
fliI (g_10722)tapbE (g_23268)t0.885714285714286t0.885714285714286t2.0042707051468
fliI (g_10722)ttatD (g_23444)t0.885714285714286t0.885714285714286t2.00657535363418
fliI (g_10722)tfpr (g_37904)t0.885714285714286t0.885714285714286t2.0042707051468
fliI (g_10722)tfabB (g_10470)t0.942857142857143t0.942857142857143t4.01471968097584
fliI (g_10722)tfabF, OXSM, CEM1 (g_15086)t0.828571428571429t0.828571428571429t15.5219593766104
fliI (g_10722)taccD (g_27314)t0.942857142857143t0.942857142857143t3.28174898073278
fliI (g_10722)targG, ASS1 (g_22971)t0.885714285714286t0.885714285714286t1.79820261437908
fliI (g_10722)tGST, gst (g_29251)t0.942857142857143t0.942857142857143t3.40833333333333
fliI (g_10722)trecA (g_12311)t0.942857142857143t0.942857142857143t4.01471968097584
fliI (g_10722)tdnaX (g_15106)t0.828571428571429t0.828571428571429t12.2235976540743
fliI (g_10722)tdnaE (g_35791)t0.885714285714286t0.885714285714286t2.00657535363418
fliI (g_10722)tpolA (g_37755)t0.942857142857143t0.942857142857143t3.28174898073278
fliI (g_10722)trecB (g_39689)t0.885714285714286t0.885714285714286t2.0042707051468
fliI (g_10722)tCYTB, petB (g_26961)t0.942857142857143t0.942857142857143t3.40833333333333
fliI (g_10722)tALDH (g_34836)t0.942857142857143t0.942857142857143t3.40833333333333
fliI (g_10722)tgmhB (g_19549)t0.885714285714286t0.885714285714286t2.00657535363418
fliI (g_10722)twaaC, rfaC (g_19585)t0.885714285714286t0.885714285714286t1.61933311786253
fliI (g_10722)tkdsC (g_31164)t0.942857142857143t0.942857142857143t4.01471968097584
fliI (g_10722)trfbC (g_56307)t0.942857142857143t0.942857142857143t3.28174898073278
fliI (g_10722)tdapB (g_00438)t0.942857142857143t0.942857142857143t3.40833333333333
fliI (g_10722)thom (g_03176)t1t1t1
fliI (g_10722)tE6.5.1.2, ligA, ligB (g_14457)t0.885714285714286t0.885714285714286t2.0042707051468
fliI (g_10722)tLARS, leuS (g_16779)t0.942857142857143t0.942857142857143t4.01471968097584
fliI (g_10722)tgabD (g_10281)t0.942857142857143t0.942857142857143t3.40833333333333
fliI (g_10722)tpncC (g_35739)t0.942857142857143t0.942857142857143t3.28174898073278
fliI (g_10722)trsmB, sun (g_10137)t0.885714285714286t0.885714285714286t2.00657535363418
fliI (g_10722)ttolC, bepC, cyaE, raxC, sapF, rsaF, hasF (g_23577)t0.942857142857143t0.942857142857143t4.01471968097584
fliI (g_10722)tyggT (g_26647)t0.942857142857143t0.942857142857143t4.01471968097584
flhB (g_14330)tfliC, hag (g_14403)t0.828571428571429t0.828571428571429t9.22729437873368
flhB (g_14330)tpilA (g_20098)t0.885714285714286t0.885714285714286t1.96697191697192
flhB (g_14330)tmcp (g_23781)t0.942857142857143t0.942857142857143t5.75516820344406
flhB (g_14330)tcheV (g_33340)t0.828571428571429t0.828571428571429t12.2235976540743
flhB (g_14330)tmotA (g_35105)t0.942857142857143t0.942857142857143t10.8331365377917
flhB (g_14330)tpilA (g_52123)t0.828571428571429t0.828571428571429t6.19164498956081
flhB (g_14330)txylS, yicI (g_02228)t0.885714285714286t0.885714285714286t2.39995908346972
flhB (g_14330)tfpr (g_22259)t0.885714285714286t0.885714285714286t1.96697191697192
flhB (g_14330)tapbE (g_23268)t0.885714285714286t0.885714285714286t2.39995908346972
flhB (g_14330)tfpr (g_37904)t0.885714285714286t0.885714285714286t2.39995908346972
flhB (g_14330)targG, ASS1 (g_22971)t0.885714285714286t0.885714285714286t1.96697191697192
flhB (g_14330)trecC (g_02713)t0.828571428571429t0.828571428571429t6.19164498956081
flhB (g_14330)tdnaX (g_15106)t1t1t1
flhB (g_14330)trecB (g_39689)t0.885714285714286t0.885714285714286t2.39995908346972
flhB (g_14330)thom (g_03176)t0.828571428571429t0.828571428571429t12.2235976540743
flhB (g_14330)tE6.5.1.2, ligA, ligB (g_14457)t0.885714285714286t0.885714285714286t2.39995908346972
flhB (g_14330)tmutS (g_50943)t0.828571428571429t0.828571428571429t9.22729437873368
flhB (g_14330)ttuf, TUFM (g_50706)t0.828571428571429t0.828571428571429t12.2537878787879
flhB (g_14330)tnadD (g_32901)t0.885714285714286t0.885714285714286t4.08013330072154
flhB (g_14330)tIDH1, IDH2, icd (g_34655)t0.885714285714286t0.885714285714286t2.20030704589528
flhB (g_14330)trluB (g_34744)t0.885714285714286t0.885714285714286t4.08013330072154
flhB (g_14330)trlmI (g_37985)t0.828571428571429t0.828571428571429t9.22729437873368
fliC, hag (g_14403)tpilA (g_20098)t0.885714285714286t0.885714285714286t3.06784999870106
fliC, hag (g_14403)tfliD (g_31812)t0.828571428571429t0.828571428571429t10.2466750417962
fliC, hag (g_14403)tmotA (g_35105)t0.942857142857143t0.942857142857143t8.3588118960252
fliC, hag (g_14403)tpilA (g_52123)t0.828571428571429t0.828571428571429t9.27927294184255
fliC, hag (g_14403)tfliC, hag (g_55742)t0.885714285714286t0.885714285714286t2.92300872885979
fliC, hag (g_14403)tETFDH (g_06075)t0.828571428571429t0.828571428571429t10.2466750417962
fliC, hag (g_14403)tapbE (g_08790)t0.885714285714286t0.885714285714286t2.92300872885979
fliC, hag (g_14403)tfpr (g_22259)t0.885714285714286t0.885714285714286t3.06784999870106
fliC, hag (g_14403)tE1.11.1.5 (g_37021)t0.885714285714286t0.885714285714286t2.92300872885979
fliC, hag (g_14403)tE1.11.1.5 (g_37045)t0.885714285714286t0.885714285714286t1.91641698259345
fliC, hag (g_14403)tfabF, OXSM, CEM1 (g_15086)t0.828571428571429t0.828571428571429t12.0410625361912
fliC, hag (g_14403)targG, ASS1 (g_22971)t0.885714285714286t0.885714285714286t3.06784999870106
fliC, hag (g_14403)tGST, gst (g_24930)t0.828571428571429t0.828571428571429t10.2466750417962
fliC, hag (g_14403)trecC (g_02713)t0.828571428571429t0.828571428571429t9.27927294184255
fliC, hag (g_14403)tdnaX (g_15106)t0.828571428571429t0.828571428571429t9.22729437873368
fliC, hag (g_14403)tdnaK, HSPA9 (g_03874)t0.828571428571429t0.828571428571429t10.2466750417962
fliC, hag (g_14403)tcopA, ctpA, ATP7 (g_38705)t0.828571428571429t0.828571428571429t10.2466750417962
fliC, hag (g_14403)tmutS (g_50943)t1t1t1
fliC, hag (g_14403)tuvrD, pcrA (g_51000)t0.885714285714286t0.885714285714286t1.91641698259345
fliC, hag (g_14403)tIDH1, IDH2, icd (g_34655)t0.885714285714286t0.885714285714286t1.93787248787249
fliC, hag (g_14403)trlmI (g_06016)t0.885714285714286t0.885714285714286t2.92300872885979
fliC, hag (g_14403)trlmI (g_37985)t1t1t1
fliC, hag (g_14403)tlapE (g_39669)t0.942857142857143t0.942857142857143t7.08963519505513
motB (g_19622)tmcp (g_23781)t0.885714285714286t0.885714285714286t1.37649572649573
motB (g_19622)tfliC, hag (g_27535)t0.885714285714286t0.885714285714286t3.28675213675214
motB (g_19622)tcheV (g_33340)t0.942857142857143t0.942857142857143t3.28174898073278
motB (g_19622)tfliC, hag (g_50142)t0.885714285714286t0.885714285714286t1.73160173160173
motB (g_19622)txylS, yicI (g_02228)t0.942857142857143t0.942857142857143t4.59636477385009
motB (g_19622)tzntA (g_17469)t0.942857142857143t0.942857142857143t2.21610482720534
motB (g_19622)tapbE (g_23268)t0.942857142857143t0.942857142857143t4.59636477385009
motB (g_19622)ttatD (g_23444)t0.942857142857143t0.942857142857143t2.21610482720534
motB (g_19622)tfpr (g_37904)t0.942857142857143t0.942857142857143t4.59636477385009
motB (g_19622)tfabB (g_10470)t0.885714285714286t0.885714285714286t1.42857142857143
motB (g_19622)taccD (g_27314)t1t1t1
motB (g_19622)tGST, gst (g_29251)t0.828571428571429t0.828571428571429t7.00585880715212
motB (g_19622)tSOD2 (g_41985)t0.828571428571429t0.828571428571429t5.93163440793351
motB (g_19622)trecA (g_12311)t0.885714285714286t0.885714285714286t1.42857142857143
motB (g_19622)tdnaE (g_35791)t0.942857142857143t0.942857142857143t2.21610482720534
motB (g_19622)tpolA (g_37755)t1t1t1
motB (g_19622)trecB (g_39689)t0.942857142857143t0.942857142857143t4.59636477385009
motB (g_19622)tCYTB, petB (g_26961)t0.828571428571429t0.828571428571429t7.00585880715212
motB (g_19622)tALDH (g_34836)t0.828571428571429t0.828571428571429t7.00585880715212
motB (g_19622)tgmhB (g_19549)t0.942857142857143t0.942857142857143t2.21610482720534
motB (g_19622)twaaL, rfaL (g_21270)t0.885714285714286t0.885714285714286t1.73160173160173
motB (g_19622)tkdsC (g_31164)t0.885714285714286t0.885714285714286t1.42857142857143
motB (g_19622)trfbC (g_56307)t1t1t1
motB (g_19622)tdapB (g_00438)t0.828571428571429t0.828571428571429t7.00585880715212
motB (g_19622)thom (g_03176)t0.942857142857143t0.942857142857143t3.28174898073278
motB (g_19622)tmurEF (g_16221)t0.885714285714286t0.885714285714286t1.73160173160173
motB (g_19622)tdapA (g_47987)t0.828571428571429t0.828571428571429t5.93163440793351
motB (g_19622)tE6.5.1.2, ligA, ligB (g_14457)t0.942857142857143t0.942857142857143t4.59636477385009
motB (g_19622)tLARS, leuS (g_16779)t0.885714285714286t0.885714285714286t1.42857142857143
motB (g_19622)tgabD (g_10281)t0.828571428571429t0.828571428571429t7.00585880715212
motB (g_19622)tpncC (g_35739)t1t1t1
motB (g_19622)trne (g_00204)t0.828571428571429t0.828571428571429t5.93163440793351
motB (g_19622)trsmB, sun (g_10137)t0.942857142857143t0.942857142857143t2.21610482720534
motB (g_19622)ttatC (g_07029)t0.885714285714286t0.885714285714286t3.28675213675214
motB (g_19622)tlapB (g_13632)t0.885714285714286t0.885714285714286t3.28675213675214
motB (g_19622)ttolC, bepC, cyaE, raxC, sapF, rsaF, hasF (g_23577)t0.885714285714286t0.885714285714286t1.42857142857143
motB (g_19622)tyggT (g_26647)t0.885714285714286t0.885714285714286t1.42857142857143
pilA (g_20098)tmcp (g_23781)t0.942857142857143t0.942857142857143t5.20457070854873
pilA (g_20098)tcheV (g_33340)t0.885714285714286t0.885714285714286t1.79820261437908
pilA (g_20098)tmotA (g_35105)t0.942857142857143t0.942857142857143t6.9258161645994
pilA (g_20098)tfliC, hag (g_55742)t0.828571428571429t0.828571428571429t8.04645535941762
pilA (g_20098)txylS, yicI (g_02228)t0.828571428571429t0.828571428571429t6.93238375656908
pilA (g_20098)tapbE (g_08790)t0.828571428571429t0.828571428571429t8.04645535941762
pilA (g_20098)tahpF (g_11466)t0.828571428571429t0.828571428571429t14.3498246814632
pilA (g_20098)tfpr (g_22259)t1t1t1
pilA (g_20098)tapbE (g_23268)t0.828571428571429t0.828571428571429t6.93238375656908
pilA (g_20098)tE1.11.1.5 (g_37021)t0.828571428571429t0.828571428571429t8.04645535941762
pilA (g_20098)tfpr (g_37904)t0.828571428571429t0.828571428571429t6.93238375656908
pilA (g_20098)tfabF, OXSM, CEM1 (g_15086)t0.885714285714286t0.885714285714286t2.63247531332638
pilA (g_20098)targG, ASS1 (g_22971)t1t1t1
pilA (g_20098)tGST, gst (g_29251)t0.942857142857143t0.942857142857143t6.68926687935393
pilA (g_20098)tdnaX (g_15106)t0.885714285714286t0.885714285714286t1.96697191697192
pilA (g_20098)trecB (g_39689)t0.828571428571429t0.828571428571429t6.93238375656908
pilA (g_20098)tCYTB, petB (g_26961)t0.942857142857143t0.942857142857143t6.68926687935393
pilA (g_20098)tALDH (g_34836)t0.942857142857143t0.942857142857143t6.68926687935393
pilA (g_20098)twaaC, rfaC (g_19585)t0.828571428571429t0.828571428571429t14.3498246814632
pilA (g_20098)tdapB (g_00438)t0.942857142857143t0.942857142857143t6.68926687935393
pilA (g_20098)thom (g_03176)t0.885714285714286t0.885714285714286t1.79820261437909
pilA (g_20098)tE6.5.1.2, ligA, ligB (g_14457)t0.828571428571429t0.828571428571429t6.93238375656908
pilA (g_20098)tmutS (g_50943)t0.885714285714286t0.885714285714286t3.06784999870106
pilA (g_20098)tgabD (g_10281)t0.942857142857143t0.942857142857143t6.68926687935394
pilA (g_20098)tIDH1, IDH2, icd (g_34655)t0.828571428571429t0.828571428571429t9.39199925805657
pilA (g_20098)trlmI (g_06016)t0.828571428571429t0.828571428571429t8.04645535941762
pilA (g_20098)trlmI (g_37985)t0.885714285714286t0.885714285714286t3.06784999870106
pilA (g_20098)tlapE (g_39669)t0.942857142857143t0.942857142857143t5.10195009659888
mcp (g_23781)tfliC, hag (g_27535)t0.828571428571429t0.828571428571429t11.0866868237212
mcp (g_23781)tcheV (g_33340)t0.942857142857143t0.942857142857143t4.83620689655173
mcp (g_23781)tmotA (g_35105)t0.885714285714286t0.885714285714286t3.79020979020979
mcp (g_23781)txylS, yicI (g_02228)t0.942857142857143t0.942857142857143t4.57485398848851
mcp (g_23781)tfpr (g_22259)t0.942857142857143t0.942857142857143t5.20457070854873
mcp (g_23781)tapbE (g_23268)t0.942857142857143t0.942857142857143t4.57485398848851
mcp (g_23781)tfpr (g_37904)t0.942857142857143t0.942857142857143t4.57485398848851
mcp (g_23781)tfabB (g_10470)t0.828571428571429t0.828571428571429t10.7659070536063
mcp (g_23781)taccD (g_27314)t0.885714285714286t0.885714285714286t1.37649572649573
mcp (g_23781)targG, ASS1 (g_22971)t0.942857142857143t0.942857142857143t5.20457070854873
mcp (g_23781)tGST, gst (g_29251)t0.885714285714286t0.885714285714286t2.15384615384615
mcp (g_23781)trecA (g_12311)t0.828571428571429t0.828571428571429t10.7659070536063
mcp (g_23781)tdnaX (g_15106)t0.942857142857143t0.942857142857143t5.75516820344407
mcp (g_23781)tpolA (g_37755)t0.885714285714286t0.885714285714286t1.37649572649573
mcp (g_23781)trecB (g_39689)t0.942857142857143t0.942857142857143t4.57485398848851
mcp (g_23781)tCYTB, petB (g_26961)t0.885714285714286t0.885714285714286t2.15384615384615
mcp (g_23781)tALDH (g_34836)t0.885714285714286t0.885714285714286t2.15384615384615
mcp (g_23781)tkdsC (g_31164)t0.828571428571429t0.828571428571429t10.7659070536063
mcp (g_23781)trfbC (g_56307)t0.885714285714286t0.885714285714286t1.37649572649573
mcp (g_23781)tdapB (g_00438)t0.885714285714286t0.885714285714286t2.15384615384615
mcp (g_23781)thom (g_03176)t0.942857142857143t0.942857142857143t4.83620689655172
mcp (g_23781)tE6.5.1.2, ligA, ligB (g_14457)t0.942857142857143t0.942857142857143t4.57485398848851
mcp (g_23781)tLARS, leuS (g_16779)t0.828571428571429t0.828571428571429t10.7659070536063
mcp (g_23781)tgabD (g_10281)t0.885714285714286t0.885714285714286t2.15384615384615
mcp (g_23781)tpncC (g_35739)t0.885714285714286t0.885714285714286t1.37649572649573
mcp (g_23781)ttatC (g_07029)t0.828571428571429t0.828571428571429t11.0866868237212
mcp (g_23781)tlapB (g_13632)t0.828571428571429t0.828571428571429t11.0866868237212
mcp (g_23781)ttolC, bepC, cyaE, raxC, sapF, rsaF, hasF (g_23577)t0.828571428571429t0.828571428571429t10.7659070536063
mcp (g_23781)tyggT (g_26647)t0.828571428571429t0.828571428571429t10.7659070536063
mcp (g_23781)tlapE (g_39669)t0.828571428571429t0.828571428571429t10.5579482622333
flgK (g_27359)tfliD (g_31812)t0.942857142857143t0.942857142857143t4.76607343705034
flgK (g_27359)tmcp (g_34069)t1t1t1
flgK (g_27359)tfliC, hag (g_50142)t0.828571428571429t0.828571428571429t7.02043574626714
flgK (g_27359)tETFDH (g_06075)t0.942857142857143t0.942857142857143t4.76607343705034
flgK (g_27359)tahpF (g_11466)t0.942857142857143t0.942857142857143t4.19028069093188
flgK (g_27359)tfabB (g_10470)t0.828571428571429t0.828571428571429t5.08697366787852
flgK (g_27359)tfabF, OXSM, CEM1 (g_15086)t0.942857142857143t0.942857142857143t4.00301516737898
flgK (g_27359)tHSP90A, htpG (g_22023)t1t1t1
flgK (g_27359)tGST, gst (g_24930)t0.942857142857143t0.942857142857143t4.76607343705034
flgK (g_27359)tGST, gst (g_29251)t0.885714285714286t0.885714285714286t1.69372294372294
flgK (g_27359)tatuC (g_40484)t1t1t1
flgK (g_27359)trecA (g_12311)t0.828571428571429t0.828571428571429t5.08697366787852
flgK (g_27359)tdnaQ (g_14798)t1t1t1
flgK (g_27359)tCYTB, petB (g_26961)t0.885714285714286t0.885714285714286t1.69372294372294
flgK (g_27359)tALDH (g_34836)t0.885714285714286t0.885714285714286t1.69372294372294
flgK (g_27359)twaaC, rfaC (g_19585)t0.942857142857143t0.942857142857143t4.19028069093188
flgK (g_27359)twaaL, rfaL (g_21270)t0.828571428571429t0.828571428571429t7.02043574626714
flgK (g_27359)tgtrB (g_24969)t0.885714285714286t0.885714285714286t1.6997668997669
flgK (g_27359)tkdsC (g_31164)t0.828571428571429t0.828571428571429t5.08697366787852
flgK (g_27359)tdnaK, HSPA9 (g_03874)t0.942857142857143t0.942857142857143t4.76607343705034
flgK (g_27359)tdapB (g_00438)t0.885714285714286t0.885714285714286t1.69372294372294
flgK (g_27359)tmurEF (g_16221)t0.828571428571429t0.828571428571429t7.02043574626714
flgK (g_27359)targD (g_21195)t1t1t1
flgK (g_27359)tcopA, ctpA, ATP7 (g_38705)t0.942857142857143t0.942857142857143t4.76607343705034
flgK (g_27359)tmrp, NUBPL (g_12493)t0.885714285714286t0.885714285714286t1.6997668997669
flgK (g_27359)tgatA, QRSL1 (g_15019)t0.885714285714286t0.885714285714286t1.6997668997669
flgK (g_27359)tSAM50, TOB55, bamA (g_15716)t0.885714285714286t0.885714285714286t1.6997668997669
flgK (g_27359)tLARS, leuS (g_16779)t0.828571428571429t0.828571428571429t5.08697366787852
flgK (g_27359)tgabD (g_10281)t0.885714285714286t0.885714285714286t1.69372294372294
flgK (g_27359)tppnK, NADK (g_24670)t0.885714285714286t0.885714285714286t1.6997668997669
flgK (g_27359)tpncB, NAPRT1 (g_38047)t0.885714285714286t0.885714285714286t1.6997668997669
flgK (g_27359)ttolC, bepC, cyaE, raxC, sapF, rsaF, hasF (g_23577)t0.828571428571429t0.828571428571429t5.08697366787852
flgK (g_27359)tyggT (g_26647)t0.828571428571429t0.828571428571429t5.08697366787852
flgK (g_27359)tlapE (g_39669)t0.828571428571429t0.828571428571429t14.7367437335354
fliC, hag (g_27535)tfliC, hag (g_50142)t0.828571428571429t0.828571428571429t14.6296908356514
fliC, hag (g_27535)tpilA (g_52123)t0.942857142857143t0.942857142857143t6.21245798319158
fliC, hag (g_27535)tfliC, hag (g_55742)t0.942857142857143t0.942857142857143t3.30702294336248
fliC, hag (g_27535)txylS, yicI (g_02228)t0.942857142857143t0.942857142857143t2.85321861910001
fliC, hag (g_27535)tapbE (g_08790)t0.942857142857143t0.942857142857143t3.30702294336248
fliC, hag (g_27535)tapbE (g_23268)t0.942857142857143t0.942857142857143t2.85321861910001
fliC, hag (g_27535)tE1.11.1.5 (g_37021)t0.942857142857143t0.942857142857143t3.30702294336248
fliC, hag (g_27535)tfpr (g_37904)t0.942857142857143t0.942857142857143t2.85321861910001
fliC, hag (g_27535)taccD (g_27314)t0.885714285714286t0.885714285714286t3.28675213675214
fliC, hag (g_27535)trecC (g_02713)t0.942857142857143t0.942857142857143t6.21245798319158
fliC, hag (g_27535)tpolA (g_37755)t0.885714285714286t0.885714285714286t3.28675213675214
